=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.03.01 17:31:56 =~=~=~=~=~=~=~=~=~=~=~=
SampleIndex,Voltage(V),Current(A),ActiveChannel
2841,1.7561,0.007038,4
2842,1.7127,0.006334,4
2843,1.6621,0.005630,4
2844,1.6187,0.006334,4
2845,1.5682,0.006334,4
2846,1.5176,0.007038,4
2847,1.4670,0.007742,4
2848,1.4164,0.005630,4
2849,1.3658,0.007038,4
2850,1.3152,0.007038,4
2851,1.2646,0.007742,4
2852,1.2141,0.007742,4
2853,1.1635,0.007038,4
2854,1.1129,0.006334,4
2855,1.0623,0.007038,4
2856,1.0117,0.005630,4
2857,0.9611,0.004927,4
2858,0.9105,0.006334,4
2859,0.8600,0.007038,4
2860,0.8094,0.009853,4
2861,0.7588,0.013372,4
2862,0.7154,0.017595,4
2863,0.6648,0.030264,4
2864,0.6215,0.038710,4
2865,0.5781,0.035894,4
2866,0.5348,0.053490,4
2867,0.4914,0.060528,4
2868,0.4480,0.062639,4
2869,0.4119,0.080938,4
2870,0.3758,0.080938,4
2871,0.3396,0.092903,4
2872,0.3035,0.105572,4
2873,0.2674,0.107683,4
2874,0.2385,0.106979,4
2875,0.2023,0.127390,4
2876,0.1807,0.126686,4
2877,0.1518,0.124575,4
2878,0.1301,0.136540,4
2879,0.1084,0.153431,4
2880,0.0867,0.137947,4
2881,0.0650,0.152023,4
2882,0.0506,0.156246,4
2883,0.0361,0.152023,4
2884,0.0217,0.171730,4
2885,0.0145,0.173842,4
2886,0.0072,0.164692,4
2887,0.0000,0.167507,4
2888,0.0000,0.166804,4
2889,0.0000,0.173842,4
2890,0.0000,0.161877,4
2891,0.0000,0.180176,4
2892,0.0072,0.166804,4
2893,0.0145,0.165396,4
2894,0.0217,0.177361,4
2895,0.0361,0.159765,4
2896,0.0506,0.159765,4
2897,0.0650,0.163284,4
2898,0.0867,0.152727,4
2899,0.1084,0.142874,4
2900,0.1301,0.144282,4
2901,0.1518,0.142874,4
2902,0.1807,0.129501,4
2903,0.2096,0.131613,4
2904,0.2385,0.128094,4
2905,0.2674,0.114721,4
2906,0.3035,0.111906,4
2907,0.3396,0.107683,4
2908,0.3758,0.093607,4
2909,0.4119,0.096422,4
2910,0.4480,0.078827,4
2911,0.4914,0.077419,4
2912,0.5348,0.064751,4
2913,0.5781,0.057713,4
2914,0.6215,0.049267,4
2915,0.6721,0.042229,4
2916,0.7154,0.038710,4
2917,0.7660,0.026745,4
2918,0.8094,0.021114,4
2919,0.8600,0.017595,4
2920,0.9105,0.009150,4
2921,0.9611,0.007742,4
2922,1.0117,0.007038,4
2923,1.0623,0.007038,4
2924,1.1129,0.007038,4
2925,1.1635,0.007038,4
2926,1.2213,0.004927,4
2927,1.2719,0.007038,4
2928,1.3225,0.006334,4
2929,1.3730,0.006334,4
2930,1.4236,0.007038,4
2931,1.4742,0.005630,4
2932,1.5248,0.006334,4
2933,1.5754,0.008446,4
2934,1.6260,0.004927,4
2935,1.6693,0.006334,4
2936,1.7199,0.007742,4
2937,1.7633,0.007038,4
2938,1.8066,0.006334,4
2939,1.8500,0.006334,4
2940,1.8934,0.006334,4
2941,1.9367,0.007038,4
2942,1.9729,0.007742,4
2943,2.0162,0.006334,4
2944,2.0523,0.007038,4
2945,2.0885,0.007038,4
2946,2.1174,0.006334,4
2947,2.1535,0.006334,4
2948,2.1824,0.007038,4
2949,2.2113,0.007742,4
2950,2.2402,0.007038,4
2951,2.2619,0.007038,4
2952,2.2836,0.007038,4
2953,2.3053,0.007038,4
2954,2.3270,0.006334,4
2955,2.3414,0.006334,4
2956,2.3559,0.006334,4
2957,2.3703,0.007038,4
2958,2.3775,0.007742,4
2959,2.3848,0.004927,4
2960,2.3920,0.007038,4
2961,2.3920,0.006334,4
2962,2.3920,0.007038,4
2963,2.3920,0.006334,4
2964,2.3920,0.006334,4
2965,2.3848,0.006334,4
2966,2.3775,0.006334,4
2967,2.3703,0.006334,4
2968,2.3559,0.006334,4
2969,2.3414,0.006334,4
2970,2.3270,0.005630,4
2971,2.3125,0.007742,4
2972,2.2908,0.006334,4
2973,2.2691,0.007742,4
2974,2.2402,0.006334,4
2975,2.2186,0.007742,4
2976,2.1896,0.007038,4
2977,2.1607,0.006334,4
2978,2.1246,0.007038,4
2979,2.0957,0.006334,4
2980,2.0596,0.006334,4
2981,2.0234,0.005630,4
2982,1.9873,0.005630,4
2983,1.9439,0.007038,4
2984,1.9078,0.005630,4
2985,1.8645,0.006334,4
2986,1.8211,0.007038,4
2987,1.7777,0.007038,4
2988,1.7271,0.006334,4
2989,1.6838,0.006334,4
2990,1.6332,0.007038,4
2991,1.5898,0.007038,4
2992,1.5393,0.007038,4
2993,1.4887,0.007038,4
2994,1.4381,0.006334,4
2995,1.3875,0.006334,4
2996,1.3369,0.006334,4
2997,1.2863,0.006334,4
2998,1.2357,0.007038,4
2999,1.1852,0.004927,4
3000,1.1346,0.007742,4
3001,1.0768,0.006334,4
3002,1.0262,0.006334,4
3003,0.9756,0.006334,4
3004,0.9250,0.007038,4
3005,0.8744,0.007038,4
3006,0.8311,0.006334,4
3007,0.7805,0.011261,4
3008,0.7299,0.016891,4
3009,0.6865,0.021114,4
3010,0.6359,0.034487,4
3011,0.5926,0.037302,4
3012,0.5492,0.043636,4
3013,0.5059,0.059824,4
3014,0.4625,0.059120,4
3015,0.4264,0.065455,4
3016,0.3902,0.079531,4
3017,0.3469,0.082346,4
3018,0.3107,0.097126,4
3019,0.2818,0.099238,4
3020,0.2457,0.104164,4
3021,0.2168,0.113314,4
3022,0.1879,0.122463,4
3023,0.1590,0.130909,4
3024,0.1373,0.137947,4
3025,0.1156,0.141466,4
3026,0.0939,0.140762,4
3027,0.0723,0.146393,4
3028,0.0578,0.153431,4
3029,0.0434,0.163988,4
3030,0.0289,0.153431,4
3031,0.0145,0.171730,4
3032,0.0072,0.161173,4
3033,0.0000,0.159062,4
3034,0.0000,0.175249,4
3035,0.0000,0.177361,4
3036,0.0000,0.175249,4
3037,0.0000,0.174545,4
3038,0.0072,0.166100,4
3039,0.0145,0.172434,4
3040,0.0217,0.159765,4
3041,0.0289,0.174545,4
3042,0.0434,0.159062,4
3043,0.0578,0.160469,4
3044,0.0795,0.159765,4
3045,0.0939,0.152023,4
3046,0.1156,0.156246,4
3047,0.1445,0.138651,4
3048,0.1662,0.138651,4
3049,0.1951,0.128094,4
3050,0.2240,0.117537,4
3051,0.2529,0.121760,4
3052,0.2891,0.112610,4
3053,0.3252,0.102053,4
3054,0.3613,0.099941,4
3055,0.3975,0.084457,4
3056,0.4336,0.083050,4
3057,0.4770,0.081642,4
3058,0.5203,0.063343,4
3059,0.5637,0.064047,4
3060,0.6070,0.055601,4
3061,0.6504,0.048563,4
3062,0.7010,0.038710,4
3063,0.7443,0.035191,4
3064,0.7949,0.024633,4
3065,0.8455,0.014780,4
3066,0.8889,0.013372,4
3067,0.9395,0.008446,4
3068,0.9900,0.007038,4
3069,1.0406,0.006334,4
3070,1.0912,0.005630,4
3071,1.1418,0.005630,4
3072,1.1996,0.004927,4
3073,1.2574,0.005630,4
3074,1.3080,0.006334,4
3075,1.3586,0.007038,4
3076,1.4092,0.007038,4
3077,1.4598,0.008446,4
3078,1.5104,0.007038,4
3079,1.5537,0.007038,4
3080,1.6043,0.006334,4
3081,1.6549,0.005630,4
3082,1.6982,0.007038,4
3083,1.7488,0.005630,4
3084,1.7922,0.007038,4
3085,1.8355,0.006334,4
3086,1.8789,0.005630,4
3087,1.9223,0.006334,4
3088,1.9584,0.006334,4
3089,2.0018,0.006334,4
3090,2.0379,0.006334,4
3091,2.0740,0.006334,4
3092,2.1102,0.007038,4
3093,2.1391,0.006334,4
3094,2.1680,0.006334,4
3095,2.1969,0.006334,4
3096,2.2258,0.007038,4
3097,2.2547,0.006334,4
3098,2.2764,0.006334,4
3099,2.2980,0.008446,4
3100,2.3197,0.007038,4
3101,2.3342,0.004927,4
3102,2.3486,0.006334,4
3103,2.3631,0.006334,4
3104,2.3703,0.007038,4
3105,2.3848,0.006334,4
3106,2.3920,0.007038,4
3107,2.3920,0.005630,4
3108,2.3920,0.006334,4
3109,2.3920,0.006334,4
3110,2.3920,0.006334,4
3111,2.3920,0.005630,4
3112,2.3848,0.007038,4
3113,2.3703,0.007038,4
3114,2.3631,0.006334,4
3115,2.3486,0.006334,4
3116,2.3342,0.006334,4
3117,2.3197,0.006334,4
3118,2.2980,0.007038,4
3119,2.2764,0.007038,4
3120,2.2547,0.005630,4
3121,2.2258,0.007038,4
3122,2.1969,0.005630,4
3123,2.1680,0.007742,4
3124,2.1391,0.006334,4
3125,2.1102,0.006334,4
3126,2.0740,0.007038,4
3127,2.0379,0.007742,4
3128,2.0018,0.007038,4
3129,1.9584,0.006334,4
3130,1.9223,0.007038,4
3131,1.8789,0.007038,4
3132,1.8355,0.005630,4
3133,1.7922,0.007742,4
3134,1.7488,0.006334,4
3135,1.6982,0.007038,4
3136,1.6549,0.007038,4
3137,1.6043,0.006334,4
3138,1.5537,0.007038,4
3139,1.5104,0.007038,4
3140,1.4598,0.004927,4
3141,1.4092,0.004927,4
3142,1.3586,0.005630,4
3143,1.3080,0.006334,4
3144,1.2502,0.006334,4
3145,1.1996,0.006334,4
3146,1.1490,0.006334,4
3147,1.0984,0.006334,4
3148,1.0479,0.007038,4
3149,0.9973,0.006334,4
3150,0.9467,0.007038,4
3151,0.8961,0.005630,4
3152,0.8455,0.008446,4
3153,0.7949,0.009853,4
3154,0.7516,0.019003,4
3155,0.7010,0.024633,4
3156,0.6576,0.026041,4
3157,0.6143,0.039413,4
3158,0.5637,0.045044,4
3159,0.5203,0.051378,4
3160,0.4842,0.057713,4
3161,0.4408,0.066158,4
3162,0.4047,0.071085,4
3163,0.3613,0.087273,4
3164,0.3252,0.089384,4
3165,0.2891,0.099238,4
3166,0.2602,0.109091,4
3167,0.2313,0.108387,4
3168,0.1951,0.122463,4
3169,0.1734,0.135836,4
3170,0.1445,0.135132,4
3171,0.1229,0.137243,4
3172,0.1012,0.146393,4
3173,0.0795,0.144282,4
3174,0.0650,0.147801,4
3175,0.0434,0.149912,4
3176,0.0361,0.168211,4
3177,0.0217,0.162581,4
3178,0.0145,0.161173,4
3179,0.0072,0.163988,4
3180,0.0000,0.173842,4
3181,0.0000,0.175953,4
3182,0.0000,0.172434,4
3183,0.0000,0.178768,4
3184,0.0000,0.175953,4
3185,0.0072,0.164692,4
3186,0.0145,0.178065,4
3187,0.0289,0.168915,4
3188,0.0361,0.166804,4
3189,0.0506,0.154135,4
3190,0.0723,0.167507,4
3191,0.0867,0.160469,4
3192,0.1084,0.159062,4
3193,0.1301,0.137947,4
3194,0.1590,0.139355,4
3195,0.1879,0.144282,4
3196,0.2168,0.123167,4
3197,0.2457,0.125982,4
3198,0.2746,0.112610,4
3199,0.3107,0.100645,4
3200,0.3469,0.104868,4
3201,0.3830,0.095718,4
3202,0.4191,0.091496,4
3203,0.4625,0.076012,4
3204,0.5059,0.078827,4
3205,0.5420,0.061232,4
3206,0.5926,0.055601,4
3207,0.6359,0.057009,4
3208,0.6793,0.042933,4
3209,0.7299,0.032375,4
3210,0.7732,0.026041,4
3211,0.8238,0.019003,4
3212,0.8744,0.012669,4
3213,0.9250,0.011261,4
3214,0.9756,0.006334,4
3215,1.0262,0.007038,4
3216,1.0768,0.006334,4
3217,1.1273,0.004927,4
3218,1.1779,0.006334,4
3219,1.2357,0.006334,4
3220,1.2863,0.006334,4
3221,1.3369,0.007038,4
3222,1.3875,0.005630,4
3223,1.4381,0.006334,4
3224,1.4887,0.006334,4
3225,1.5393,0.005630,4
3226,1.5898,0.007038,4
3227,1.6332,0.006334,4
3228,1.6838,0.007038,4
3229,1.7271,0.006334,4
3230,1.7777,0.006334,4
3231,1.8211,0.006334,4
3232,1.8645,0.006334,4
3233,1.9078,0.006334,4
3234,1.9439,0.007038,4
3235,1.9873,0.006334,4
3236,2.0234,0.006334,4
3237,2.0596,0.007038,4
3238,2.0957,0.006334,4
3239,2.1246,0.007038,4
3240,2.1607,0.007038,4
3241,2.1896,0.005630,4
3242,2.2186,0.006334,4
3243,2.2402,0.006334,4
3244,2.2691,0.007742,4
3245,2.2908,0.007038,4
3246,2.3125,0.007038,4
3247,2.3270,0.006334,4
3248,2.3414,0.007038,4
3249,2.3559,0.005630,4
3250,2.3703,0.005630,4
3251,2.3775,0.005630,4
3252,2.3848,0.007038,4
3253,2.3920,0.006334,4
3254,2.3920,0.006334,4
3255,2.3920,0.005630,4
3256,2.3920,0.007038,4
3257,2.3920,0.005630,4
3258,2.3848,0.006334,4
3259,2.3775,0.007742,4
3260,2.3631,0.006334,4
3261,2.3559,0.005630,4
3262,2.3414,0.007742,4
3263,2.3270,0.005630,4
3264,2.3053,0.007038,4
3265,2.2836,0.007038,4
3266,2.2619,0.006334,4
3267,2.2402,0.006334,4
3268,2.2113,0.006334,4
3269,2.1824,0.006334,4
3270,2.1535,0.005630,4
3271,2.1174,0.007038,4
3272,2.0885,0.006334,4
3273,2.0523,0.006334,4
3274,2.0162,0.006334,4
3275,1.9729,0.007038,4
3276,1.9367,0.005630,4
3277,1.8934,0.007038,4
3278,1.8500,0.005630,4
3279,1.8066,0.006334,4
3280,1.7633,0.006334,4
3281,1.7199,0.006334,4
3282,1.6693,0.006334,4
3283,1.6260,0.007038,4
3284,1.5754,0.004927,4
3285,1.5248,0.006334,4
3286,1.4742,0.007038,4
3287,1.4236,0.006334,4
3288,1.3730,0.006334,4
3289,1.3225,0.006334,4
3290,1.2719,0.006334,4
3291,1.2213,0.007742,4
3292,1.1707,0.007038,4
3293,1.1201,0.007742,4
3294,1.0695,0.007742,4
3295,1.0189,0.006334,4
3296,0.9684,0.007038,4
3297,0.9178,0.007038,4
3298,0.8672,0.006334,4
3299,0.8166,0.007742,4
3300,0.7660,0.011965,4
3301,0.7227,0.019707,4
3302,0.6721,0.028152,4
3303,0.6287,0.030968,4
3304,0.5854,0.040117,4
3305,0.5420,0.054897,4
3306,0.4986,0.051378,4
3307,0.4553,0.071789,4
3308,0.4191,0.071085,4
3309,0.3758,0.077419,4
3310,0.3396,0.091496,4
3311,0.3035,0.091496,4
3312,0.2746,0.101349,4
3313,0.2385,0.111906,4
3314,0.2096,0.117537,4
3315,0.1807,0.122463,4
3316,0.1518,0.126686,4
3317,0.1301,0.139355,4
3318,0.1084,0.137947,4
3319,0.0867,0.137243,4
3320,0.0650,0.146393,4
3321,0.0506,0.152727,4
3322,0.0361,0.162581,4
3323,0.0217,0.171026,4
3324,0.0145,0.154839,4
3325,0.0072,0.173138,4
3326,0.0000,0.168211,4
3327,0.0000,0.165396,4
3328,0.0000,0.171026,4
3329,0.0000,0.176657,4
3330,0.0000,0.163988,4
3331,0.0072,0.177361,4
3332,0.0145,0.168211,4
3333,0.0217,0.159062,4
3334,0.0361,0.163284,4
3335,0.0506,0.154839,4
3336,0.0650,0.162581,4
3337,0.0795,0.156950,4
3338,0.1012,0.155543,4
3339,0.1229,0.144985,4
3340,0.1518,0.135836,4
3341,0.1734,0.141466,4
3342,0.2023,0.130205,4
3343,0.2313,0.115425,4
3344,0.2674,0.116833,4
3345,0.2963,0.103460,4
3346,0.3324,0.101349,4
3347,0.3686,0.090792,4
3348,0.4047,0.096422,4
3349,0.4480,0.075308,4
3350,0.4842,0.077419,4
3351,0.5275,0.066862,4
3352,0.5709,0.059824,4
3353,0.6143,0.052786,4
3354,0.6648,0.047155,4
3355,0.7082,0.034487,4
3356,0.7588,0.028152,4
3357,0.8021,0.023930,4
3358,0.8527,0.014780,4
3359,0.9033,0.010557,4
3360,0.9539,0.009150,4
3361,1.0045,0.007742,4
3362,1.0551,0.005630,4
3363,1.1057,0.006334,4
3364,1.1562,0.007742,4
3365,1.2141,0.006334,4
3366,1.2646,0.006334,4
3367,1.3152,0.007038,4
3368,1.3658,0.005630,4
3369,1.4164,0.006334,4
3370,1.4670,0.006334,4
3371,1.5176,0.008446,4
3372,1.5682,0.007038,4
3373,1.6187,0.005630,4
3374,1.6621,0.006334,4
3375,1.7127,0.006334,4
3376,1.7561,0.006334,4
3377,1.8066,0.004927,4
3378,1.8500,0.006334,4
3379,1.8861,0.007038,4
3380,1.9295,0.007038,4
3381,1.9729,0.006334,4
3382,2.0090,0.006334,4
3383,2.0451,0.007038,4
3384,2.0812,0.007038,4
3385,2.1174,0.006334,4
3386,2.1463,0.007038,4
3387,2.1752,0.007742,4
3388,2.2041,0.006334,4
3389,2.2330,0.006334,4
3390,2.2619,0.005630,4
3391,2.2836,0.007038,4
3392,2.3053,0.006334,4
3393,2.3197,0.005630,4
3394,2.3414,0.006334,4
3395,2.3559,0.007038,4
3396,2.3631,0.006334,4
3397,2.3775,0.007038,4
3398,2.3848,0.007038,4
3399,2.3920,0.006334,4
3400,2.3920,0.007038,4
3401,2.3920,0.007742,4
3402,2.3920,0.007038,4
3403,2.3920,0.006334,4
3404,2.3848,0.005630,4
3405,2.3775,0.005630,4
3406,2.3703,0.006334,4
3407,2.3559,0.006334,4
3408,2.3486,0.005630,4
3409,2.3270,0.006334,4
3410,2.3125,0.007038,4
3411,2.2908,0.006334,4
3412,2.2691,0.006334,4
3413,2.2475,0.006334,4
3414,2.2186,0.007038,4
3415,2.1896,0.007742,4
3416,2.1607,0.006334,4
3417,2.1318,0.006334,4
3418,2.0957,0.007038,4
3419,2.0668,0.006334,4
3420,2.0307,0.005630,4
3421,1.9873,0.007742,4
3422,1.9512,0.005630,4
3423,1.9078,0.007038,4
3424,1.8717,0.005630,4
3425,1.8283,0.006334,4
3426,1.7777,0.007038,4
3427,1.7344,0.007038,4
3428,1.6910,0.007742,4
3429,1.6404,0.007038,4
3430,1.5898,0.007038,4
3431,1.5465,0.007038,4
3432,1.4959,0.005630,4
3433,1.4453,0.005630,4
3434,1.3947,0.007038,4
3435,1.3441,0.006334,4
3436,1.2936,0.007038,4
3437,1.2430,0.007742,4
3438,1.1924,0.008446,4
3439,1.1346,0.006334,4
3440,1.0840,0.006334,4
3441,1.0334,0.005630,4
3442,0.9828,0.007038,4
3443,0.9322,0.007742,4
3444,0.8816,0.005630,4
3445,0.8383,0.008446,4
3446,0.7877,0.010557,4
3447,0.7371,0.013372,4
3448,0.6938,0.023930,4
3449,0.6432,0.034487,4
3450,0.5998,0.033783,4
3451,0.5564,0.046452,4
3452,0.5131,0.052082,4
3453,0.4697,0.062639,4
3454,0.4336,0.070381,4
3455,0.3902,0.078123,4
3456,0.3541,0.086569,4
3457,0.3180,0.090088,4
3458,0.2818,0.095015,4
3459,0.2529,0.104164,4
3460,0.2240,0.107683,4
3461,0.1951,0.114018,4
3462,0.1662,0.132317,4
3463,0.1373,0.134428,4
3464,0.1156,0.132317,4
3465,0.0939,0.149208,4
3466,0.0723,0.142874,4
3467,0.0578,0.150616,4
3468,0.0434,0.160469,4
3469,0.0289,0.155543,4
3470,0.0217,0.172434,4
3471,0.0072,0.166100,4
3472,0.0000,0.162581,4
3473,0.0000,0.161877,4
3474,0.0000,0.173842,4
3475,0.0000,0.178065,4
3476,0.0000,0.169619,4
3477,0.0000,0.177361,4
3478,0.0072,0.163284,4
3479,0.0217,0.167507,4
3480,0.0289,0.164692,4
3481,0.0434,0.156950,4
3482,0.0578,0.163284,4
3483,0.0723,0.149912,4
3484,0.0939,0.147801,4
3485,0.1156,0.147097,4
3486,0.1373,0.149912,4
3487,0.1662,0.144985,4
3488,0.1951,0.134428,4
3489,0.2240,0.127390,4
3490,0.2529,0.126686,4
3491,0.2818,0.118944,4
3492,0.3180,0.111906,4
3493,0.3541,0.097126,4
3494,0.3902,0.095015,4
3495,0.4336,0.090792,4
3496,0.4697,0.074604,4
3497,0.5131,0.072493,4
3498,0.5564,0.068974,4
3499,0.5998,0.057713,4
3500,0.6432,0.045748,4
3501,0.6938,0.038710,4
3502,0.7371,0.033079,4
3503,0.7877,0.021818,4
3504,0.8383,0.022522,4
3505,0.8816,0.011965,4
3506,0.9322,0.007038,4
3507,0.9828,0.007742,4
3508,1.0334,0.006334,4
3509,1.0912,0.007038,4
3510,1.1418,0.006334,4
3511,1.1996,0.006334,4
3512,1.2502,0.006334,4
3513,1.3008,0.007038,4
3514,1.3514,0.006334,4
3515,1.4020,0.007038,4
3516,1.4525,0.006334,4
3517,1.5031,0.006334,4
3518,1.5537,0.007742,4
3519,1.5971,0.006334,4
3520,1.6477,0.007742,4
3521,1.6982,0.006334,4
3522,1.7416,0.007742,4
3523,1.7850,0.005630,4
3524,1.8283,0.005630,4
3525,1.8717,0.006334,4
3526,1.9150,0.006334,4
3527,1.9584,0.006334,4
3528,1.9945,0.006334,4
3529,2.0307,0.006334,4
3530,2.0668,0.006334,4
3531,2.1029,0.007038,4
3532,2.1391,0.006334,4
3533,2.1680,0.006334,4
3534,2.1969,0.006334,4
3535,2.2258,0.006334,4
3536,2.2475,0.007038,4
3537,2.2764,0.006334,4
3538,2.2980,0.007038,4
3539,2.3125,0.007038,4
3540,2.3342,0.007038,4
3541,2.3486,0.006334,4
3542,2.3631,0.007038,4
3543,2.3703,0.006334,4
3544,2.3848,0.006334,4
3545,2.3848,0.007038,4
3546,2.3920,0.005630,4
3547,2.3920,0.006334,4
3548,2.3920,0.007038,4
3549,2.3920,0.007742,4
3550,2.3920,0.005630,4
3551,2.3848,0.007038,4
3552,2.3775,0.007038,4
3553,2.3631,0.006334,4
3554,2.3486,0.007038,4
3555,2.3342,0.007742,4
3556,2.3197,0.007038,4
3557,2.2980,0.006334,4
3558,2.2764,0.008446,4
3559,2.2547,0.005630,4
3560,2.2330,0.007038,4
3561,2.2041,0.007038,4
3562,2.1752,0.004927,4
3563,2.1463,0.006334,4
3564,2.1102,0.006334,4
3565,2.0740,0.006334,4
3566,2.0451,0.007038,4
3567,2.0018,0.006334,4
3568,1.9656,0.006334,4
3569,1.9223,0.006334,4
3570,1.8861,0.007038,4
3571,1.8428,0.006334,4
3572,1.7994,0.006334,4
3573,1.7488,0.006334,4
3574,1.7055,0.007038,4
3575,1.6621,0.007038,4
3576,1.6115,0.007038,4
3577,1.5609,0.007038,4
3578,1.5104,0.005630,4
3579,1.4670,0.007038,4
3580,1.4164,0.007742,4
3581,1.3658,0.006334,4
3582,1.3080,0.006334,4
3583,1.2574,0.006334,4
3584,1.2068,0.007038,4
3585,1.1562,0.007742,4
3586,1.1057,0.007038,4
3587,1.0551,0.007038,4
3588,1.0045,0.006334,4
3589,0.9539,0.007038,4
3590,0.9033,0.005630,4
3591,0.8527,0.008446,4
3592,0.8021,0.009853,4
3593,0.7588,0.013372,4
3594,0.7082,0.016188,4
3595,0.6648,0.028856,4
3596,0.6143,0.035191,4
3597,0.5709,0.045044,4
3598,0.5275,0.052786,4
3599,0.4842,0.065455,4
3600,0.4480,0.068974,4
3601,0.4047,0.070381,4
3602,0.3686,0.085161,4
3603,0.3324,0.089384,4
3604,0.2963,0.102757,4
3605,0.2602,0.114018,4
3606,0.2313,0.107683,4
3607,0.2023,0.118944,4
3608,0.1734,0.117537,4
3609,0.1518,0.135836,4
3610,0.1229,0.144282,4
3611,0.1012,0.134428,4
3612,0.0795,0.143578,4
3613,0.0650,0.149208,4
3614,0.0506,0.161877,4
3615,0.0361,0.159765,4
3616,0.0217,0.160469,4
3617,0.0145,0.158358,4
3618,0.0072,0.170323,4
3619,0.0000,0.167507,4
3620,0.0000,0.178065,4
3621,0.0000,0.173842,4
3622,0.0000,0.178768,4
3623,0.0000,0.180176,4
3624,0.0072,0.171730,4
3625,0.0145,0.174545,4
3626,0.0289,0.161877,4
3627,0.0361,0.161173,4
3628,0.0506,0.152023,4
3629,0.0723,0.147097,4
3630,0.0867,0.149208,4
3631,0.1084,0.142170,4
3632,0.1301,0.146393,4
3633,0.1518,0.136540,4
3634,0.1807,0.140059,4
3635,0.2096,0.121056,4
3636,0.2385,0.130205,4
3637,0.2746,0.114721,4
3638,0.3035,0.109091,4
3639,0.3396,0.107683,4
3640,0.3758,0.095015,4
3641,0.4191,0.080938,4
3642,0.4553,0.085865,4
3643,0.4986,0.068270,4
3644,0.5420,0.059120,4
3645,0.5854,0.059120,4
3646,0.6287,0.050674,4
3647,0.6721,0.038006,4
3648,0.7227,0.035894,4
3649,0.7660,0.022522,4
3650,0.8166,0.021114,4
3651,0.8672,0.016188,4
3652,0.9178,0.009150,4
3653,0.9684,0.007038,4
3654,1.0189,0.006334,4
3655,1.0695,0.006334,4
3656,1.1201,0.007038,4
3657,1.1707,0.005630,4
3658,1.2285,0.006334,4
3659,1.2791,0.007038,4
3660,1.3297,0.007742,4
3661,1.3803,0.006334,4
3662,1.4309,0.006334,4
3663,1.4814,0.007038,4
3664,1.5320,0.007038,4
3665,1.5826,0.006334,4
3666,1.6332,0.007038,4
3667,1.6766,0.007742,4
3668,1.7271,0.006334,4
3669,1.7705,0.007038,4
3670,1.8139,0.006334,4
3671,1.8572,0.007038,4
3672,1.9006,0.007038,4
3673,1.9439,0.007038,4
3674,1.9801,0.007038,4
3675,2.0162,0.007038,4
3676,2.0523,0.006334,4
3677,2.0885,0.006334,4
3678,2.1246,0.007038,4
3679,2.1535,0.006334,4
3680,2.1824,0.006334,4
3681,2.2113,0.004927,4
3682,2.2402,0.007038,4
3683,2.2619,0.006334,4
3684,2.2836,0.006334,4
3685,2.3053,0.006334,4
3686,2.3270,0.006334,4
3687,2.3414,0.007742,4
3688,2.3559,0.007038,4
3689,2.3703,0.007038,4
3690,2.3775,0.007742,4
3691,2.3848,0.007742,4
3692,2.3920,0.007038,4
3693,2.3920,0.007038,4
3694,2.3992,0.005630,4
3695,2.3920,0.007038,4
3696,2.3920,0.007038,4
3697,2.3848,0.006334,4
3698,2.3775,0.007038,4
3699,2.3703,0.007038,4
3700,2.3559,0.007038,4
3701,2.3414,0.007038,4
3702,2.3270,0.006334,4
3703,2.3053,0.004927,4
3704,2.2836,0.006334,4
3705,2.2619,0.006334,4
3706,2.2402,0.005630,4
3707,2.2113,0.006334,4
3708,2.1824,0.006334,4
3709,2.1535,0.007038,4
3710,2.1246,0.007038,4
3711,2.0885,0.005630,4
3712,2.0523,0.006334,4
3713,2.0162,0.006334,4
3714,1.9801,0.006334,4
3715,1.9439,0.006334,4
3716,1.9006,0.006334,4
3717,1.8572,0.007038,4
3718,1.8139,0.006334,4
3719,1.7705,0.007038,4
3720,1.7271,0.007038,4
3721,1.6766,0.007742,4
3722,1.6260,0.007038,4
3723,1.5826,0.007038,4
3724,1.5320,0.007038,4
3725,1.4814,0.007038,4
3726,1.4309,0.005630,4
3727,1.3803,0.006334,4
3728,1.3297,0.007038,4
3729,1.2791,0.006334,4
3730,1.2285,0.006334,4
3731,1.1779,0.007038,4
3732,1.1273,0.005630,4
3733,1.0768,0.006334,4
3734,1.0189,0.007038,4
3735,0.9684,0.006334,4
3736,0.9250,0.006334,4
3737,0.8744,0.006334,4
3738,0.8238,0.007742,4
3739,0.7732,0.015484,4
3740,0.7227,0.015484,4
3741,0.6793,0.024633,4
3742,0.6359,0.036598,4
3743,0.5854,0.042229,4
3744,0.5420,0.046452,4
3745,0.4986,0.055601,4
3746,0.4625,0.062639,4
3747,0.4191,0.072493,4
3748,0.3830,0.078123,4
3749,0.3469,0.087273,4
3750,0.3107,0.090088,4
3751,0.2746,0.108387,4
3752,0.2457,0.111906,4
3753,0.2168,0.122463,4
3754,0.1879,0.128094,4
3755,0.1590,0.125279,4
3756,0.1301,0.140059,4
3757,0.1084,0.137243,4
3758,0.0867,0.147097,4
3759,0.0723,0.147097,4
3760,0.0506,0.161173,4
3761,0.0361,0.160469,4
3762,0.0289,0.152727,4
3763,0.0145,0.159062,4
3764,0.0072,0.177361,4
3765,0.0000,0.173842,4
3766,0.0000,0.171026,4
3767,0.0000,0.168211,4
